"","Isolate","Accession_number","Collection_time","Country","Continent","Genotype","Source"
"50","","SRR10002426","2018","USA","North","ptxP3/fim3-2","NCBI - CDC"
"51","","SRR10002427","2018","USA","North","ptxP3/fim3-2","NCBI - CDC"
"52","","SRR10002428","2018","USA","North","ptxP3/fim3-2","NCBI - CDC"
"53","","SRR10002429","2018","USA","North","ptxP3/fim3-1","NCBI - CDC"
"54","","SRR10002430","2018","USA","North","ptxP3/fim3-1","NCBI - CDC"
"55","","SRR10002431","2018","USA","North","ptxP3/fim3-1","NCBI - CDC"
"56","","SRR10002432","2018","USA","North","ptxP3/fim3-1","NCBI - CDC"
"57","","SRR10002433","2018","USA","North","ptxP3/fim3-1","NCBI - CDC"
"58","","SRR10002434","2018","USA","North","ptxP3/fim3-2","NCBI - CDC"
"59","J932","SRR10002435","2017","USA","North","ptxP3/fim3-1","NCBI - CDC"
"60","J933","SRR10002436","2017","USA","North","ptxP3/fim3-1","NCBI - CDC"
"61","J930","SRR10002437","2017","USA","North","ptxP3/fim3-1","NCBI - CDC"
"62","J931","SRR10002438","2017","USA","North","ptxP3/fim3-2","NCBI - CDC"
"63","J936","SRR10002439","2017","USA","North","ptxP3/fim3-1","NCBI - CDC"
"64","J937","SRR10002440","2017","USA","North","ptxP3/fim3-1","NCBI - CDC"
"65","J934","SRR10002441","2017","USA","North","ptxP3/fim3-1","NCBI - CDC"
"66","J935","SRR10002442","2017","USA","North","ptxP3/fim3-1","NCBI - CDC"
"67","J938","SRR10002443","2017","USA","North","ptxP3/fim3-1","NCBI - CDC"
"68","J939","SRR10002444","2017","USA","North","ptxP3/fim3-1","NCBI - CDC"
"69","","SRR10002445","2018","USA","North","ptxP3/fim3-1","NCBI - CDC"
"70","","SRR10002446","2018","USA","North","ptxP3/fim3-1","NCBI - CDC"
"71","","SRR10002447","2018","USA","North","ptxP3/fim3-1","NCBI - CDC"
"72","","SRR10002448","2018","USA","North","ptxP3/fim3-1","NCBI - CDC"
"73","","SRR10002449","2018","USA","North","ptxP3/fim3-1","NCBI - CDC"
"74","","SRR10002450","2018","USA","North","ptxP3/fim3-1","NCBI - CDC"
"75","","SRR10002451","2018","USA","North","ptxP3/fim3-1","NCBI - CDC"
"76","","SRR10002452","2018","USA","North","ptxP3/fim3-1","NCBI - CDC"
"77","K073","SRR10002453","2018","USA","North","ptxP3/fim3-1","NCBI - CDC"
"78","K074","SRR10002454","2018","USA","North","ptxP3/fim3-1","NCBI - CDC"
"79","","SRR10002455","2018","USA","North","ptxP3/fim3-1","NCBI - CDC"
"80","","SRR10002456","2018","USA","North","ptxP3/fim3-1","NCBI - CDC"
"81","J996","SRR10002457","2017","USA","North","ptxP3/fim3-1","NCBI - CDC"
"82","J995","SRR10002458","2017","USA","North","ptxP3/fim3-1","NCBI - CDC"
"83","J987","SRR10002459","2017","USA","North","ptxP3/fim3-1","NCBI - CDC"
"84","J986","SRR10002460","2017","USA","North","ptxP3/fim3-1","NCBI - CDC"
"85","J994","SRR10002461","2017","USA","North","ptxP3/fim3-1","NCBI - CDC"
"86","J988","SRR10002462","2017","USA","North","ptxP3/fim3-1","NCBI - CDC"
"87","J983","SRR10002463","2017","USA","North","ptxP3/fim3-2","NCBI - CDC"
"88","J981","SRR10002464","2017","USA","North","ptxP3/fim3-2","NCBI - CDC"
"89","J985","SRR10002465","2017","USA","North","ptxP3/fim3-1","NCBI - CDC"
"90","J984","SRR10002466","2017","USA","North","ptxP3/fim3-1","NCBI - CDC"
"91","","SRR10002467","2018","USA","North","ptxP3/fim3-1","NCBI - CDC"
"92","","SRR10002468","2018","USA","North","ptxP3/fim3-1","NCBI - CDC"
"93","","SRR10002469","2018","USA","North","ptxP3/fim3-2","NCBI - CDC"
"94","","SRR10002470","2018","USA","North","ptxP3/fim3-1","NCBI - CDC"
"95","","SRR10002471","2018","USA","North","ptxP3/fim3-1","NCBI - CDC"
"96","","SRR10002472","2018","USA","North","ptxP3/fim3-1","NCBI - CDC"
"97","","SRR10002473","2018","USA","North","ptxP3/fim3-1","NCBI - CDC"
"98","","SRR10002474","2018","USA","North","ptxP3/fim3-1","NCBI - CDC"
"99","","SRR10002475","2018","USA","North","ptxP3/fim3-1","NCBI - CDC"
"100","","SRR10002476","2018","USA","North","ptxP3/fim3-1","NCBI - CDC"
"101","K047","SRR10002477","2018","USA","North","ptxP3/fim3-1","NCBI - CDC"
"102","K058","SRR10002478","2018","USA","North","ptxP3/fim3-1","NCBI - CDC"
"103","K066","SRR10002479","2018","USA","North","ptxP3/fim3-1","NCBI - CDC"
"104","K017","SRR10002480","2017","USA","North","ptxP3/fim3-1","NCBI - CDC"
"105","","SRR10002481","2017","USA","North","ptxP3/fim3-1","NCBI - CDC"
"106","K010","SRR10002482","2017","USA","North","ptxP3/fim3-1","NCBI - CDC"
"107","K016","SRR10002483","2017","USA","North","ptxP3/fim3-1","NCBI - CDC"
"108","K002","SRR10002484","2017","USA","North","ptxP3/fim3-1","NCBI - CDC"
"109","K009","SRR10002485","2017","USA","North","ptxP3/fim3-1","NCBI - CDC"
"110","J999","SRR10002486","2017","USA","North","ptxP3/fim3-1","NCBI - CDC"
"111","K001","SRR10002487","2017","USA","North","ptxP3/fim3-1","NCBI - CDC"
"112","J997","SRR10002488","2017","USA","North","ptxP3/fim3-1","NCBI - CDC"
"113","J998","SRR10002489","2018","USA","North","ptxP3/fim3-1","NCBI - CDC"
"114","K069","SRR10002490","2018","USA","North","ptxP3/fim3-1","NCBI - CDC"
"115","K071","SRR10002491","2018","USA","North","ptxP3/fim3-1","NCBI - CDC"
"116","K072","SRR10002492","2018","USA","North","ptxP3/fim3-1","NCBI - CDC"
"117","J959","SRR10002493","2015","USA","North","ptxP3/fim3-1","NCBI - CDC"
"118","J958","SRR10002494","2015","USA","North","ptxP3/fim3-1","NCBI - CDC"
"119","J953","SRR10002495","2016","USA","North","ptxP3/fim3-1","NCBI - CDC"
"120","J950","SRR10002498","2017","USA","North","ptxP3/fim3-1","NCBI - CDC"
"121","J957","SRR10002499","2015","USA","North","ptxP3/fim3-1","NCBI - CDC"
"122","J956","SRR10002500","2015","USA","North","ptxP3/fim3-1","NCBI - CDC"
"123","J955","SRR10002501","2015","USA","North","ptxP3/fim3-1","NCBI - CDC"
"124","J954","SRR10002502","2017","USA","North","ptxP3/fim3-1","NCBI - CDC"
"125","K034","SRR10002503","2017","USA","North","ptxP3/fim3-1","NCBI - CDC"
"126","K032","SRR10002504","2017","USA","North","ptxP3/fim3-1","NCBI - CDC"
"127","J964","SRR10002505","2017","USA","North","ptxP3/fim3-2","NCBI - CDC"
"128","J965","SRR10002506","2017","USA","North","ptxP3/fim3-1","NCBI - CDC"
"129","J966","SRR10002507","2017","USA","North","ptxP3/fim3-1","NCBI - CDC"
"130","J967","SRR10002508","2017","USA","North","ptxP3/fim3-1","NCBI - CDC"
"131","J960","SRR10002509","2016","USA","North","ptxP3/fim3-1","NCBI - CDC"
"132","J961","SRR10002510","2016","USA","North","ptxP3/fim3-2","NCBI - CDC"
"133","J962","SRR10002511","2017","USA","North","ptxP3/fim3-1","NCBI - CDC"
"134","J963","SRR10002512","2016","USA","North","ptxP3/fim3-1","NCBI - CDC"
"135","J969","SRR10002513","2017","USA","North","ptxP3/fim3-1","NCBI - CDC"
"136","J979","SRR10002514","2017","USA","North","ptxP3/fim3-2","NCBI - CDC"
"137","K023","SRR10002515","2017","USA","North","ptxP3/fim3-1","NCBI - CDC"
"138","","SRR10002516","2017","USA","North","ptxP3/fim3-1","NCBI - CDC"
"139","K021","SRR10002517","2017","USA","North","ptxP3/fim3-1","NCBI - CDC"
"140","I667","SRR10010588","2011","USA","North","ptxP3/fim3-1","NCBI - CDC"
"141","I668","SRR10010589","2011","USA","North","ptxP3/fim3-1","NCBI - CDC"
"142","I567","SRR10010590","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"143","I569","SRR10010591","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"144","I559","SRR10010592","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"145","I560","SRR10010593","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"146","I561","SRR10010594","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"147","I562","SRR10010595","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"148","I563","SRR10010596","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"149","I564","SRR10010597","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"150","I565","SRR10010598","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"151","I566","SRR10010599","2012","USA","North","ptxP3/fim3-2","NCBI - CDC"
"152","I653","SRR10010600","2012","USA","North","ptxP3/fim3-2","NCBI - CDC"
"153","I652","SRR10010601","2012","USA","North","ptxP3/fim3-2","NCBI - CDC"
"154","I654","SRR10010603","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"155","I649","SRR10010604","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"156","I648","SRR10010605","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"157","I651","SRR10010606","2012","USA","North","ptxP3/fim3-2","NCBI - CDC"
"158","I650","SRR10010607","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"159","I658","SRR10010608","2012","USA","North","ptxP3/fim3-2","NCBI - CDC"
"160","I657","SRR10010609","2012","USA","North","ptxP3/fim3-2","NCBI - CDC"
"161","I528","SRR10010610","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"162","I526","SRR10010611","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"163","I530","SRR10010612","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"164","I529","SRR10010613","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"165","I522","SRR10010614","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"166","I519","SRR10010615","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"167","I525","SRR10010616","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"168","I523","SRR10010617","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"169","I532","SRR10010618","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"170","I531","SRR10010619","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"171","I635","SRR10010620","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"172","I636","SRR10010621","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"173","I637","SRR10010622","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"174","I638","SRR10010623","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"175","I640","SRR10010624","2012","USA","North","ptxP3/fim3-2","NCBI - CDC"
"176","I641","SRR10010625","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"177","I642","SRR10010626","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"178","I643","SRR10010627","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"179","I644","SRR10010628","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"180","I647","SRR10010629","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"181","B710","SRR10010630","1994","USA","North","ptxP1/fim3-1","NCBI - CDC"
"182","I541","SRR10010631","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"183","I537","SRR10010633","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"184","I540","SRR10010634","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"185","I535","SRR10010635","2012","USA","North","ptxP3/fim3-2","NCBI - CDC"
"186","I536","SRR10010636","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"187","I533","SRR10010637","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"188","I534","SRR10010638","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"189","I588","SRR10010639","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"190","I544","SRR10010640","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"191","I545","SRR10010641","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"192","I589","SRR10010642","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"193","B711","SRR10010643","1994","USA","North","ptxP1/fim3-1","NCBI - CDC"
"194","I634","SRR10010644","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"195","I633","SRR10010645","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"196","I632","SRR10010646","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"197","I631","SRR10010647","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"198","I630","SRR10010648","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"199","I628","SRR10010649","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"200","I627","SRR10010650","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"201","I626","SRR10010651","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"202","I625","SRR10010652","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"203","I624","SRR10010653","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"204","I590","SRR10010654","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"205","I591","SRR10010655","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"206","I495","SRR10010656","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"207","I494","SRR10010657","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"208","I493","SRR10010658","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"209","I492","SRR10010659","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"210","I501","SRR10010660","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"211","I500","SRR10010661","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"212","I499","SRR10010662","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"213","I497","SRR10010663","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"214","I503","SRR10010664","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"215","I502","SRR10010665","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"216","I621","SRR10010666","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"217","I622","SRR10010667","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"218","I614","SRR10010668","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"219","I615","SRR10010669","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"220","I612","SRR10010670","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"221","I613","SRR10010671","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"222","I618","SRR10010672","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"223","I619","SRR10010673","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"224","I616","SRR10010674","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"225","I617","SRR10010675","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"226","I582","SRR10010676","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"227","I513","SRR10010677","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"228","I514","SRR10010678","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"229","I509","SRR10010679","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"230","I510","SRR10010680","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"231","I511","SRR10010681","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"232","I512","SRR10010682","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"233","I504","SRR10010683","2012","USA","North","ptxP3/fim3-2","NCBI - CDC"
"234","I506","SRR10010684","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"235","I507","SRR10010685","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"236","I508","SRR10010686","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"237","I611","SRR10010687","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"238","I608","SRR10010688","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"239","I571","SRR10010689","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"240","I593","SRR10010690","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"241","I592","SRR10010691","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"242","I595","SRR10010692","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"243","I594","SRR10010693","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"244","I605","SRR10010694","2012","USA","North","ptxP3/fim3-2","NCBI - CDC"
"245","I604","SRR10010695","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"246","I607","SRR10010696","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"247","I606","SRR10010697","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"248","D946","SRR10010698","2002","USA","North","ptxP1/fim3-1","NCBI - CDC"
"249","I570","SRR10010699","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"250","I573","SRR10010700","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"251","I572","SRR10010701","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"252","I576","SRR10010702","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"253","I575","SRR10010703","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"254","I578","SRR10010704","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"255","I577","SRR10010705","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"256","I581","SRR10010706","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"257","I579","SRR10010707","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"258","H845","SRR10010708","2011","USA","North","ptxP3/fim3-1","NCBI - CDC"
"259","I542","SRR10010709","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"260","I679","SRR10010710","2011","USA","North","ptxP3/fim3-1","NCBI - CDC"
"261","I678","SRR10010711","2011","USA","North","ptxP3/fim3-1","NCBI - CDC"
"262","I673","SRR10010712","2011","USA","North","ptxP3/fim3-1","NCBI - CDC"
"263","I672","SRR10010713","2011","USA","North","ptxP3/fim3-1","NCBI - CDC"
"264","I671","SRR10010714","2011","USA","North","ptxP3/fim3-1","NCBI - CDC"
"265","I706","SRR10010715","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"266","I670","SRR10010716","2011","USA","North","ptxP3/fim3-1","NCBI - CDC"
"267","I709","SRR10010717","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"268","I702","SRR10010718","2011","USA","North","ptxP3/fim3-1","NCBI - CDC"
"269","I704","SRR10010719","2011","USA","North","ptxP3/fim3-1","NCBI - CDC"
"270","I712","SRR10010720","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"271","I713","SRR10010721","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"272","I710","SRR10010722","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"273","I711","SRR10010723","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"274","I714","SRR10010724","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"275","I715","SRR10010725","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"276","C310","SRR10010728","1999","USA","North","ptxP3/fim3-1","NCBI - CDC"
"277","I584","SRR10010729","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"278","I585","SRR10010730","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"279","C353","SRR10010731","1999","USA","North","ptxP3/fim3-1","NCBI - CDC"
"280","I583","SRR10010732","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"281","I688","SRR10010733","2011","USA","North","ptxP3/fim3-1","NCBI - CDC"
"282","I689","SRR10010734","2011","USA","North","ptxP3/fim3-1","NCBI - CDC"
"283","I586","SRR10010735","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"284","I587","SRR10010736","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"285","I684","SRR10010737","2011","USA","North","ptxP3/fim3-1","NCBI - CDC"
"286","I685","SRR10010738","2011","USA","North","ptxP3/fim3-1","NCBI - CDC"
"287","I686","SRR10010739","2011","USA","North","ptxP3/fim3-1","NCBI - CDC"
"288","I687","SRR10010740","2011","USA","North","ptxP3/fim3-1","NCBI - CDC"
"289","I680","SRR10010741","2011","USA","North","ptxP3/fim3-1","NCBI - CDC"
"290","I681","SRR10010742","2011","USA","North","ptxP3/fim3-2","NCBI - CDC"
"291","I682","SRR10010743","2011","USA","North","ptxP3/fim3-1","NCBI - CDC"
"292","I683","SRR10010744","2011","USA","North","ptxP3/fim3-1","NCBI - CDC"
"293","I489","SRR10010745","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"294","I490","SRR10010746","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"295","I481","SRR10010747","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"296","I482","SRR10010748","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"297","H865","SRR10010749","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"298","H919","SRR10010750","2011","USA","North","ptxP3/fim3-2","NCBI - CDC"
"299","I486","SRR10010751","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"300","I487","SRR10010752","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"301","I484","SRR10010753","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"302","I485","SRR10010754","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"303","I691","SRR10010755","2011","USA","North","ptxP3/fim3-1","NCBI - CDC"
"304","I690","SRR10010756","2011","USA","North","ptxP3/fim3-1","NCBI - CDC"
"305","I695","SRR10010757","2011","USA","North","ptxP3/fim3-1","NCBI - CDC"
"306","I693","SRR10010758","2011","USA","North","ptxP3/fim3-1","NCBI - CDC"
"307","I697","SRR10010759","2011","USA","North","ptxP3/fim3-1","NCBI - CDC"
"308","I696","SRR10010760","2011","USA","North","ptxP3/fim3-1","NCBI - CDC"
"309","I699","SRR10010761","2011","USA","North","ptxP3/fim3-1","NCBI - CDC"
"310","I698","SRR10010762","2011","USA","North","ptxP3/fim3-1","NCBI - CDC"
"311","I701","SRR10010763","2011","USA","North","ptxP3/fim3-1","NCBI - CDC"
"312","I700","SRR10010764","2011","USA","North","ptxP3/fim3-1","NCBI - CDC"
"313","I677","SRR10010765","2011","USA","North","ptxP3/fim3-1","NCBI - CDC"
"314","I676","SRR10010766","2011","USA","North","ptxP3/fim3-1","NCBI - CDC"
"315","I675","SRR10010767","2011","USA","North","ptxP3/fim3-1","NCBI - CDC"
"316","I674","SRR10010768","2011","USA","North","ptxP3/fim3-1","NCBI - CDC"
"317","I557","SRR10010770","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"318","I555","SRR10010771","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"319","I554","SRR10010772","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"320","I552","SRR10010773","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"321","I551","SRR10010774","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"322","I550","SRR10010775","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"323","I549","SRR10010776","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"324","I548","SRR10010777","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"325","I547","SRR10010778","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
"326","I546","SRR10010779","2012","USA","North","ptxP3/fim3-1","NCBI - CDC"
